ID,Question,Answers,Documents
5adf41755542993a75d26454,What is the production focus of the company that went on to produce a hit show by following families of of meerkats in the Kalahari Desert?,['natural history and documentary programmes.'],"['Oxford Scientific Films', 'Meerkat Manor', 'Meerkat Manor']"
5a83404a55429966c78a6b5c,"The Bridger Trail, also known as the Bridger Road and Bridger Immigrant Road, was an overland route connecting the Oregon Trail to the gold fields of Montana, Gold was discovered in Virginia City, in 1863, Virginia City is a town in, and the county seat of which county in Montana, United States?",['Madison County'],"['Bridger Trail', 'Virginia City, Montana']"
5a80aa1e554299485f598691,Which Norwegian black metal band invited Attila Csihar from Tormentor to do vocals on their first full-length studio album?,['Mayhem'],"['Tormentor', 'De Mysteriis Dom Sathanas']"
5a8a33745542992d82986ef7,Do both Pooh's Heffalump Movie and Pirates of the Caribbean contain Walt Disney elements?,['yes'],"[""Pooh's Heffalump Movie"", 'Pirates of the Caribbean (film series)']"
5a8f5945554299458435d5d1,Marion railway station is located in a suburb of Adelaide founded as a rural village in what year ?,['1838'],"['Marion railway station', 'Marion, South Australia']"
5ac546d55542993e66e8229c,"Who is the British counterpart of the man who wrote ""Semper Fidelis"" in 1888?",['Kenneth J. Alford'],"['Semper Fidelis (march)', 'John Philip Sousa']"
5a8900f75542995153361254,"When was the first most searched personality on the internet, November 12–18, 2010, born?",['9 January 1982'],"['Shalani Soledad', 'Shalani Soledad', 'Catherine, Duchess of Cambridge']"
5ac3a491554299218029dbeb,"Dongxing, Guangxi and Xi'an District, Liaoyuan, are in which country?","[""People's Republic of China""]","['Dongxing, Guangxi', ""Xi'an District, Liaoyuan""]"
5aba8bfb55429901930fa829,"Going for Broke is a 1984 album by Eddy Grant, it featured the U.S. hit ""Romancing the Stone"",was intended for the 1984 feature film of the same name, in fact was announced by Casey Kasem, Kasem was an American disc jockey, music historian, radio personality, voice actor, and actor, known for being the host of several music radio countdown programs, most notably for which program series?",['American Top 40'],"['Going for Broke (album)', 'Casey Kasem']"
5ab82dc955429934fafe6d08,The pansexual pride flag is used to increase visibility and recognition for people who may refer to theselves as what?,['gender-blind'],"['Pansexual pride flag', 'Pansexual pride flag', 'Pansexuality', 'Pansexuality']"
5a90b6255542990a984936c0,"The actor that earned a Primetime Emmy Award Nomination in 1996 for his role on ""Fraiser"" appeared in what 1996 film based on William Shakespeare's ""Richard III""? ",['Looking for Richard'],"['Harris Yulin', 'Looking for Richard']"
5ae374945542992e3233c408,Chris Stewart plays for a professional ice hockey team that is the only Minneapolis-St. Paul area major professional sports league franchise to play in what city?,['St. Paul'],"['Chris Stewart (ice hockey)', 'Minnesota Wild', 'Minnesota Wild']"
5ab720145542993667793f43,What type of vessel does USCGC Woodrush and SS Edmund Fitzgeraldhave in common?,['ship'],"['USCGC Woodrush (WLB-407)', 'SS Edmund Fitzgerald']"
5a8282b155429940e5e1a8e2,Nexus and Girlfriends are both what?,['magazine'],"['Nexus (magazine)', 'Girlfriends (magazine)']"
5a764dbd5542992d0ec06097,"Peter Stuursma is an American, and head football coach, at which private, Christian liberal arts college in Holland, Michigan?",['Hope College'],"['Peter Stuursma', 'Hope College']"
5adfb2915542995ec70e9076,"Dorrington, Lincolnshire is situated 1.2 both south from Digby and north of the village that contains approximately how many dwellings?","['2,200 dwellings']","['Dorrington, Lincolnshire', 'Ruskington']"
5a7495d255429929fddd8469,Which composer lived earliest: Giovanni Paisiello or Léo Delibes?,['Giovanni Paisiello'],"['Giovanni Paisiello', 'Léo Delibes']"
5a7338135542994cef4bc4d3,"Which film based on a novel written by Mary Hayley Bell in 1959, had cast member Ashley Lloyd?",['Whistle Down the Wind'],"['Ashley Lloyd', 'Whistle Down the Wind (musical)', 'Whistle Down the Wind (musical)']"
5ae13ffd55429901ffe4ae25,What popular kayaking spot is located in the capital and second largest city of the U.S. state of South Carolina?,['Millrace Rapids'],"['Millrace Rapids', 'Columbia, South Carolina']"
5a757c215542992d0ec05fa8,"Parkes High School is located in a town with an urban population of 15,450 as of what date?",['30 June 2016'],"['Parkes High School', 'Parkes, New South Wales']"
5a70eee95542994082a3e3f1,Which former Italian footballer born in 1961 scored a goal against FC Barcelona in the final of the UEFA Champions League?,['Daniele Massaro'],"['1993–94 FC Barcelona season', 'Daniele Massaro']"
5adfb553554299603e418383,What is the oldest Division I collegiate athletic conference at which the 1941 Wisconsin Badgers football team finished in fifth place?,['the Big Ten Conference'],"['1941 Wisconsin Badgers football team', 'Big Ten Conference']"
5ae5ccdd55429929b080799e,"The 2002 Rose Bowl, played on January 3, 2002, was a college football bowl game, which former American football wide receiver who played the majority of his career with the Houston Texans, were named the Rose Bowl Players of the Game? ",['Andre Johnson'],"['2002 Rose Bowl', 'Andre Johnson']"
5ac1343155429964131be18d,How? is a song from the album that was released after which first solo Lennon release?,['John Lennon/Plastic Ono Band'],"['How? (song)', 'Imagine (John Lennon album)', 'Imagine (John Lennon album)']"
5add57e85542990dbb2f7e43,"Which is a type of flowering plant, Dieffenbachia or Encephalartos?",['Dieffenbachia'],"['Dieffenbachia', 'Encephalartos']"
5ab9e65f5542994dbf01988d,"What country does Stoughton & Stoughton and Mount Vernon, New York have in common?",['United States'],"['Stoughton &amp; Stoughton', 'Mount Vernon, New York']"
5ae77a0c55429952e35ea933,"Judah Lewis, an American child actor, is known for his roles in the films Deliverance Creek, and this, a 2015 USA drama directed by Jean-Marc Vallée?",['Demolition'],"['Judah Lewis', 'Demolition (2015 film)']"
5a88722455429938390d3f6a,"Which is longer, Central Arizona Project or Augusta Canal?",['Central Arizona Project'],"['Central Arizona Project', 'Augusta Canal']"
5ac2695e5542992f1f2b38b9,What was the birth name of the character that Silver Fox was a former love interest of?,['James Howlett'],"['Silver Fox (comics)', 'Wolverine (character)']"
5ac2809f5542990b17b153c3,What country has Bantu peoples and Coloureds?,['Africa'],"['Coloureds', 'Bantu peoples']"
5ae3bd3a5542992f92d8235f,Craig Rocastle is the cousin of a midfielder born in which year ?,['1967'],"['Craig Rocastle', 'David Rocastle']"
5adfc53b55429906c02daa33,"Lakeshore General Hospital is located in the 2nd-most populous province in Canada, which is?",['Quebec'],"['Lakeshore General Hospital', 'Montreal']"
5ab5ec9c554299494045f0b8,"On what railway does the train service formerly called the ""Adelaide Express"" run?",['Melbourne–Adelaide railway'],"['Melbourne–Adelaide railway', 'Melbourne–Adelaide railway', 'The Overland']"
5a9046c155429933b8a204c5,Antique is based on the manga published in Japan by which company?,['Shinshokan'],"['Antique (film)', 'Antique Bakery']"
5ae6007d554299546bf8300f,Lucas Danial Till appeared in what 2013 British-American psychological thriller-drama film written by Wentworth Miller?,['Stoker'],"['Lucas Till', 'Stoker (film)']"
5a7da6725542990b8f5039fe,"The hit single ""Crash"" was on the soundtrack to the film starring Jim Carrey and Jeff Daniels that was released in what year?",['1994'],"['Lovely (The Primitives album)', 'Dumb and Dumber']"
5a8876fe554299206df2b28f,Breathing Your Love was taken into space by the Swedish astronaut who had what other job?,['physicist'],"['Breathing Your Love', 'Christer Fuglesang']"
5ab520275542991779162d84,"Which Kentucky town is larger, Gray or Corbin?",['Corbin'],"['Gray, Kentucky', 'Corbin, Kentucky']"
5ae1eff45542994d89d5b2d4,Where is the home of the appointed Chief Justice during the case that involved Maryland attempting to impede operation of a branch of the Second Bank of the United States?,"['Richmond, Virginia']","['John Marshall House', 'John Marshall House', 'McCulloch v. Maryland']"
5a778ca25542995d831811bd,What hormone produced by both the adrenal glands and certain neurons is released by chromaffin cells?,['Epinephrine'],"['Chromaffin cell', 'Epinephrine', 'Epinephrine']"
5abfddbb5542997d642958f4,What years did the manager that was led by this coach for 6 straight seasons?,['1978 to 1981'],"['1995 Atlanta Braves season', 'Bobby Cox']"
5a78b88d554299029c4b5e55,What is the name of the organisation responsible for hiring an attorney to represent the relatives of an individual who was shot dead by FBI agent Aaron McFarlane in May 2013?,['the Council on American–Islamic Relations'],"['Barry Cohen (attorney)', 'Ibragim Todashev']"
5a8b30095542995d1e6f12ff,"Damien Lamont Wilkins (born January 11, 1980) is an American professional basketball player for the Indiana Pacers of the NBA, he is the son of retired 13-year veteran of which organization, Gerald Bernard Wilkins,a retired American professional basketball player, a 6'6"" (1.98 m) shooting guard/small forward?  ",['National Basketball Association'],"['Damien Wilkins', 'Gerald Wilkins']"
5a8e162355429917b4a5bd15,When did the venue of the The 29th Annual Kids' Choice Awards first open?,"['December 30, 1967']","[""2016 Kids' Choice Awards"", 'The Forum (Inglewood, California)']"
5aba8a4a55429901930fa819,Deuce Bigalow is a character played by an alumn of what NBC sketch comedy series?,['Saturday Night Live'],"['Deuce Bigalow', 'Rob Schneider']"
5adc21c555429944faac2437,"The Man Who Sued God is a 2001 Australian comedy film starring Billy Connolly, a Scottish comedian, musician, presenter and actor from Glasgow, in which UK country?",['Scotland'],"['The Man Who Sued God', 'Billy Connolly']"
5ab456245542991751b4d746,Larry Hunter was college basketball coach of what North Carolina university?,['Western Carolina University'],"['Larry Hunter', 'Western Carolina University']"
5a8388995542992ef85e22e0,Which Belgian professional footballer who plays for English club Manchester City and the Belgium national team was said to have been treated by Mariana Kovacevic,['Vincent Kompany'],"['Mariana Kovacevic', 'Vincent Kompany']"
5ab2b591554299295394683b,Who is more powerful than the Old Ones in the Palladium Books?,"['Vampire Intelligences,']","['Old Ones (Palladium Books)', 'Alien Intelligence (Palladium Books)']"
5ac27d1055429921a00aafb7,Whom does the mixtape Inzombia recorded by Ahmad Balshe feature as guest appearances?,"['Jadakiss, Future, Nav, Young Thug, Zack, Ty Dolla Sign and Ashanti']","['Inzombia (mixtape)', 'Inzombia (mixtape)', 'Belly (rapper)']"
5ae506f555429908b63264e8,"What country is Showbox Mediaplex, distributor of the film ""Wonderful Radio"", based out of?",['South Korea'],"['Wonderful Radio', 'Showbox']"
5a7b632c55429931da12ca79,What was the 2012 French drama film directed by Benoît Jacquot based on the 2002 Prix Femina winning novel of the same name?,"['Farewell, My Queen']","['Chantal Thomas', 'Farewell, My Queen']"
5ae6bd6b5542995703ce8b95,Who is the daughter of the man who founded Sam's Club?,['Alice Louise Walton'],"['Alice Walton', 'Sam Walton']"
5ae5dd3f55429929b08079da,"James the Deacon, died after 671, was a Roman deacon who accompanied Paulinus of York on his mission to where?",['Northumbria'],"['James the Deacon', 'Paulinus of York']"
5abcc96f55429959677d6ae2,Where is the headquarters of the American multinational financial services corporation which appointed it's current CEO in November 2016?,['New York City'],"['Nasdaq, Inc.', 'Nasdaq, Inc.', 'Adena Friedman', 'Adena Friedman']"
5a7f9a7655429969796c1ae0,Which football player coached by Paul Boudreau is a member of the Pro Football Hall of Fame?,['Curtis Martin'],"['Paul Boudreau', 'Paul Boudreau', 'Curtis Martin', 'Curtis Martin']"
5a7e5a1b55429949594199a7,On what record label was Little Richard's highest charting album released?,['Specialty Records'],"[""Here's Little Richard"", ""Here's Little Richard"", 'Long Tall Sally']"
5a7d04b35542990527d55545,How does Ahmed Mohammed Ali's assist the Egyptian president Abdel Fattah el-Sisi?,['is the media adviser to the Egyptian president'],"['Ahmed Mohammed Ali', 'Abdel Fattah el-Sisi']"
5ae5fb595542996de7b71aa7,What did the Lichfield Cricket Club nickname itself after?,['Lichfield Cathedral'],"['Lichfield Cricket Club', 'Lichfield Cathedral']"
5a7c6828554299683c1c62fa,"What singer recorded the song ""Go Now"" before Denny Laine with Moody Blues?",['Bessie Banks'],"['Denny Laine', 'Go Now']"
5a81338855429903bc27b93f,Were Standing in the Shadows of Motown and Ring of Fire produced in the same year?,['no'],"['Standing in the Shadows of Motown', 'Ring of Fire (1991 film)']"
5a87ab5d5542994846c1cdc2,Were both Giuseppe Ungaretti and Aleister Crowley a poet?,['yes'],"['Giuseppe Ungaretti', 'Aleister Crowley']"
5adcd12c5542992c1e3a2415,"Valley Apparel LLC is a brand of clothing that consists of what type of casual jacket that was originally created for military pilots, and eventually became part of popular culture and apparel?",['flight jacket'],"['Valley Apparel L.L.C.', 'Flight jacket']"
5a88a1525542997e5c09a647,Who won more Grand Slam singles titles Li Na or Larisa Neiland?,['Li Na'],"['Li Na', 'Li Na', 'Larisa Neiland']"
5a8f664a5542997ba9cb3249,Are The Owl Service and Tokyo Police Club both bands?,['yes'],"['The Owl Service (band)', 'Tokyo Police Club']"
5a79bd5d5542996c55b2dc5b,Mark Dixon was am offensive guard for what Florida AFC East Division team?,['the Miami Dolphins'],"['Mark Dixon', 'Miami Dolphins']"
5a79b38a554299029c4b5f66,Which of the 1900 public parks in New York is the Grey Art Gallery located in? ,['Washington Square Park'],"['Grey Art Gallery', 'Washington Square Park']"
5ae0147e554299025d62a3e7,"The National Government of 1935–1937 was formed by Stanley Baldwin on his reappointment as Prime Minister of the United Kingdom by King George V, he was King of the United Kingdom and the Dominions of the British Commonwealth, in June of which year?",['1935'],"['National Government (1935–1937)', 'George VI']"
5adff53355429925eb1afb98,"In cryptography, MAGENTA is a symmetric key block cipher developed fo a a German telecommunications company formed in what year?",['1996'],"['MAGENTA', 'Deutsche Telekom', 'Deutsche Telekom']"
5a732c9b5542991f9a20c66d,Which festival did Gary Moore perform in is held annually in Switzerland?,['Montreux Jazz Festival'],"['Live at Montreux 2010', 'Live at Montreux 2010', 'Montreux Jazz Festival']"
5ac0837c5542992a796ded32,Which of the actors that starred is Irish?,['Valene Kane'],"['War Games: At the End of the Day', 'Valene Kane']"
5a8c7a82554299653c1aa08c,"who had more fame as a solo artist, Jacoby Shaddix or John Waite",['John Charles Waite'],"['Jacoby Shaddix', 'John Waite', 'John Waite']"
5a7933e955429970f5fffe6f,"Which band was formed first, Monaco or Rise Against?",['Monaco'],"['Monaco (band)', 'Monaco (band)', 'Rise Against']"
5ab98e00554299753720f830,Terence Harvey appeared in which 2001 American mystery horror film directed by the Hughes brothers?,['From Hell'],"['Terence Harvey', 'From Hell (film)']"
5a78ccef554299029c4b5e9d,"Amazon Prime Air is a cargo airline that contracts through ABX Air, Inc., formerly known as what, is a cargo airline headquartered at Wilmington Air Park near the City of Wilmington, Ohio, USA?",['Airborne Express'],"['Amazon Prime Air', 'ABX Air']"
5adbee3f55429944faac23c3,What is the city where the The Circle of Oak and Mistletoe (O&M) resides named after?,['the Onkaparinga River'],"['Circle of Oak and Mistletoe', 'City of Onkaparinga']"
5a8a091b55429970aeb7022b,did Heather Watson and Dick Crealy both play tennis at one point of their lives ?,['yes'],"['Heather Watson', 'Dick Crealy']"
5ae782db55429952e35ea958,how is Damuqiao Road Station and FamilyMart related?,['store'],"['Damuqiao Road Station', 'FamilyMart']"
5abb16ba5542992ccd8e7f0e,"Stranger Things is an American science fiction-horror web television series created, written, directed and co-executive produced by the Duffer Brothers, the first season stars include Gaten Matarazzo, an American actor, who began his career on the Broadway stage as who, in ""Priscilla, Queen of the Desert""?",['Benjamin'],"['Stranger Things', 'Gaten Matarazzo']"
5a7ff5b95542992e7d278dcc,Buffalo Springfield recorded a song in 1966 released on what record label?,['Atco Records'],"['Buffalo Springfield', ""For What It's Worth""]"
5a793bd95542994bb9456fc4,Who was initially charged with first-degree attempted murderof an auto body shop owner's wife?,['Amy Elizabeth Fisher'],"['Joey Buttafuoco', 'Amy Fisher', 'Amy Fisher']"
5ae0e9665542997b2ef7d067,"What is the publishing year of this children's book written and illustrated by Dr. Seuss, in which the featured characted was also part of a book ""Horton Hatches the Egg""?",['1954'],"['Horton the Elephant', 'Horton Hears a Who!', 'Horton Hears a Who!']"
5ac308ed5542990b17b154fa,Midway Studios Los Angeles is the video game franchise what originally developed Mortal Kombat in what year?,['1992'],"['Midway Studios Los Angeles', 'Mortal Kombat']"
5ac035035542996f0d89cb5d,Harris Teeter Supermarkets were originally known by what chain grocery stores known for their rooster logo?,['Colonial Stores'],"['Colonial Stores', 'Colonial Stores', 'Colonial Stores', 'Harris Teeter']"
5abe482555429976d4830adb,"Who directed Warrior, starring Tom Hardy, Joel Edgerton, and Jennifer Morrison?","[""Gavin O'Connor""]","['Warrior (2011 film)', 'Warrior (2011 film)', 'Jennifer Morrison']"
5a8b874555429950cd6afd0a,"What American biochemist is famous for writing ""The Edge of Evolution""?",['Michael Behe'],"['Gert Korthof', 'Michael Behe']"
5abbe4635542996606241738,"The Challenge, is a reality game show on MTV that is spun off from the network's two reality shows, ""Real World"" and ""Road Rules"", ""The Challenge"" is currently hosted by T. J. Lavin, is an American BMX rider and the host of MTV's ""The Challenge"" since its eleventh season, born on which date?","['December 7, 1976']","['The Challenge (TV series)', 'T. J. Lavin']"
5a7a34c95542990198eaf0df,"Who won India's first ever gold medal in wrestling at the Commonwealth Games in 2010, and is cousin to other international wrestlers and Commonwealth Games medalists as well?",['Geeta Phogat'],"['Vinesh Phogat', 'Geeta Phogat']"
5ae762bd5542991e8301cc7c,"The older brother of Thomas Russell ""Russ"" Haas was born in what year?",['1972'],"['Russ Haas', 'Charlie Haas']"
5a835b31554299123d8c20ff,Linsanity is a documentary film about a basketball player for the NBA team?,['Brooklyn Nets'],"['Linsanity (film)', 'Jeremy Lin']"
5adea84b55429975fa854f54,Change is Now: Renewing America's Promise includes previously released tracks from an American hip hop recording artist who debuted in 1992 with what album?,['Can I Borrow a Dollar?'],"[""Change Is Now: Renewing America's Promise"", ""Change Is Now: Renewing America's Promise"", 'Common (rapper)', 'Common (rapper)']"
5abf114f5542997719eab65b,The Dark Side: Secrets of the Sports Dopers was a documentary that accused the Green Bay Packers player of what position of using PEDs?,['outside linebacker'],"['The Dark Side: Secrets of the Sports Dopers', 'Clay Matthews III']"
5adfc9ad554299025d62a354,What is the Ozark High School mascot thats synonymous with a derogatory term?,['Hillbilly'],"['Ozark High School (Arkansas)', 'Hillbilly']"
5ade3978554299728e26c682,What are both Redbook and Home Monthly?,['magazine'],"['Redbook', 'Home Monthly']"
5ae0162855429925eb1afc0b,"One Big Hapa Family and Saigon, U.S.A. are both what?",['documentary film'],"['One Big Hapa Family', 'Saigon, U.S.A.']"
5a7cd5f155429909bec76832,On what planet was a large rectangular outcrop that is composed mainly of sandstone first observed by an English astronomer born 1618?,['Venus'],"['Horrocks Block', 'Jeremiah Horrocks']"
5a7b15e355429927d897bf32,What was the name of the book written by Hilda Neihardt's father that was based on the second cousin of the war chief Crazy Horse?,"['""Black Elk Speaks""']","['Hilda Neihardt', 'Black Elk']"
5a89d00a554299669944a5b7,"What was a brand of soda introduced by the Pepsi company in 2006 and discontinued in 2009, Cactus Cooler or Jazz ?",['Diet Pepsi Jazz'],"['Jazz (soft drink)', 'Cactus Cooler']"
5a85e4855542994775f60689,"McFadden's Flats stars an actress who won what award for her role in ""The Grapes of Wrath""?",['Academy Award for Best Supporting Actress'],"[""McFadden's Flats (1935 film)"", 'Jane Darwell']"
5abaa5b355429901930fa875,What record company first realeased the video by Rihanna on which Adam Ross is featured?,['Def Jam Recordings'],"['Adam Ross (musician)', 'Good Girl Gone Bad Live']"
5a8077055542996402f6a53a,"In what division is Nicolas Dalby competing in, in the American mixed martial arts organization which features the top-ranked fighters of the sport?",['welterweight division'],"['Nicolas Dalby', 'Ultimate Fighting Championship', 'Ultimate Fighting Championship']"
5ae1d8b65542997283cd2292,Are the libretto of Otello and Der Ring des Nibelungen in the same language?,['no'],"['Otello', 'Der Ring des Nibelungen']"
5a8cf00b554299441c6b9f8c,"Where was the singer-songwriter of the single ""Un geste d'amour"" born?",['Jakarta'],"[""Un geste d'amour"", 'Anggun', 'Anggun']"
5a8af5c65542996c9b8d5f84,How long is the river that begins 40 mi southwest of the county seat of Beltrami County?,['192 mi'],"['Otter Tail River', 'Otter Tail River', 'Bemidji, Minnesota']"
5a8f3a1b55429918e830d1da,"The New Year Honours 1961 were appointments by many of the Commonwealth realms of Queen Elizabeth II to various orders and honours to reward and highlight good works by citizens of those countries, which type of location is a sovereign state that is a member of the Commonwealth of Nations and shares the same person, currently Elizabeth II, as its head of state and reigning constitutional monarch, but retains a crown legally distinct from the other realms?",['Commonwealth realm'],"['1961 New Year Honours', 'Commonwealth realm']"
5a79a3ab5542994bb945702b,Who directed the film in which Kate Vernon played Benny Hanson?,['Howard Deutch'],"['Kate Vernon', 'Pretty in Pink']"
5ae6507e55429929b0807b2d,What example of a venue with strippers to provide adult entertainment could be found in what neighborhood in New York City?,['Chelsea neighborhood'],"[""Billy's Topless"", 'Strip club', 'Strip club']"
5adde0c75542997dc790707f,What historic province of Ireland is home to the 2017 Antrim Senior Football Championship and County Antrim?,['Ulster'],"['2017 Antrim Senior Football Championship', '2017 Antrim Senior Football Championship', 'County Antrim', 'County Antrim']"
5adc00345542994650320c3c,Are Macrozamia and Hypericum both flowering plants?,['no'],"['Macrozamia', 'Hypericum']"
5a8582f15542994c784ddb21,"What is the surname of the only man other than Carlos Veri to have played in a World Cup, Olympic Games, Confederations Cup and continental championship final?",['Creus'],"['Dunga', 'Dunga', 'Xavi']"
5ac3b542554299204fd21e0e,"Talinum and Lathraea, are plants?",['yes'],"['Talinum', 'Lathraea']"
5a713a745542994082a3e6ac,"Which is located in Tenerife (Canary Islands, Spain) Teide National Park or Cabañeros National Park?",['Teide National Park'],"['Cabañeros National Park', 'Teide National Park']"
5a7fb7fa5542994857a767d5, Alvord Wolff was an American football player who played for a private Jesuit university founded in what year?,['1851'],"['Alvord Wolff', 'Santa Clara University', 'Santa Clara University']"
5adc68c05542996e68525356,Are both Gülhane Park and Neve Shalom Synagogue located in Istanbul?,['yes'],"['Gülhane Park', 'Neve Shalom Synagogue']"
5ab96c5955429970cfb8ead7,"What suburb of Salisbury has a population of 98,861 people?",['City of Tea Tree Gully'],"['Salisbury Heights, South Australia', 'City of Tea Tree Gully', 'City of Tea Tree Gully']"
5a7a750b55429941d65f265a,Where is the brewery that Naoki Izumiya is the president of based in?,"['Tokyo, Japan']","['Naoki Izumiya', 'Asahi Breweries']"
5a8b43a555429949d91db51b,What was the population in 2010 of the census-designated place that Frank W. Springstead High School is located in?,"['98,621']","['Frank W. Springstead High School', 'Spring Hill, Florida', 'Spring Hill, Florida']"
5a7772445542997042120a47,What name was given to a lake due to the location of the Great Stone Face or the Profile?,['Profile Lake'],"['Old Man of the Mountain', 'Old Man of the Mountain', 'Profile Lake', 'Profile Lake']"
5ab74b25554299110f219aff,"What is this city in the Thane District of Maharashtra state in Konkan division, which Saint Bartholomew is said to have visited to preach theChristian gospel? ",['Kalyan'],"[""St. Bartholomew's Church, Mysore"", 'Kalyan']"
5ac3dde85542995c82c4ac65,"What genre is the 2016 film that Kim Eui-sung stars in, alongside Son Ye-jin?",['thriller'],"['Kim Eui-sung', 'The Truth Beneath', 'The Truth Beneath']"
5ab991fd554299743d22eb78,"What American businessman and entrepreneur, involved in the founding of three Fortune 500 corporations, founded the automotive retailer AutoNation in 1996?",['Wayne Huizenga'],"['AutoNation', 'Wayne Huizenga', 'Wayne Huizenga']"
5adc42e255429944faac249f,"Raymond Albert Patterson, Jr., was general manager of the NBA's Houston Rockets from 1972 to which year, among his most notable player acquisitions was Hakeem Abdul Olajuwon, a Nigerian-American former professional basketball player?",['1990'],"['Ray Patterson (basketball)', 'Hakeem Olajuwon']"
5a89e42d5542992e4fca8453,Willie Almond played for what Lancashire-based football club?,['Accrington Football Club'],"['Willie Almond', 'Accrington F.C.']"
5abc1a975542993a06baf87d,The USS Luiseno was named after the tribe of Native Americans with how many cultural/linguistic divisions?,['four'],"['USS Luiseno (ATF-156)', 'Shoshone']"
5ae339d15542991a06ce996c,"Which breed of dog is most likely to appear at a dog show, the Polish Hunting Dog or the Irish Setter?",['Irish Setter'],"['Polish Hunting Dog', 'Irish Setter']"
5abd0d735542996e802b46c6,Shaming of the Sun was a studio album by which folk rock music duo?,['Indigo Girls'],"['Shaming of the Sun', 'Indigo Girls']"
5ac39509554299741d48a2a3,"What year did the actress, who portrays Claire Temple in the Marvel Cinematic Universe, make her film debut?",['1995'],"['Claire Temple (Marvel Cinematic Universe)', 'Rosario Dawson']"
5ab9c09055429970cfb8eb9b,Which animal rights activist starred along side of John Forsythe's daughters on The John Forsythe Show?,['Pamelyn Ferdin'],"['The John Forsythe Show', 'Pamelyn Ferdin']"
5a89b2955542992e4fca837d,"A Parcel of Rogues featured the last surviving original member of the Dubliners, who was of what heritage?",['Irish'],"['A Parcel of Rogues (album)', 'John Sheahan']"
5a881c5255429938390d3ee5,Hamid Ali Khan belongs to which group as a part of Hindustani classical music?,['Patiala gharana'],"['Hamid Ali Khan', 'Patiala gharana']"
5a7c7ada554299683c1c630b,"Which comedian that starred in Comedy Central's ""The Awkward Comedy Show"" also starred in ""Nerdland""?",['Hannibal Buress'],"['Nerdland', 'Hannibal Buress']"
5ac432715542997ea680ca29,"What 1937 magazine did ""Bringing Up Baby"" film star and one of classic Hollywood's definitive leading men appear in?","['""Collier\'s Weekly""']","['Bringing Up Baby', 'Bringing Up Baby', 'Cary Grant']"
5ae5b62b554299546bf82f33,What is the name of the director and actor with success that led to work on a film which follows a group of friends who discover an alien invasion during an epic pub crawl?,['Cal McCrystal'],"['Cal McCrystal', 'Cal McCrystal', ""The World's End (film)""]"
5ade9f195542992fa25da7e0,What French man did technical drawings of a buildings?,['Charles-Louis Balzac'],"['Charles-Louis Balzac', 'Architectural drawing']"
5ade2eec554299728e26c669,The Franck–Condon principle was postulated by which 1925 Nobel Physics Prize recipient?,['James Franck'],"['Franck–Condon principle', 'James Franck']"
5a8871c955429938390d3f68,"Who is the Daughter of Sheryl Gascoigne, former wife of a footballer?  ",['Bianca Gascoigne'],"['Sheryl Gascoigne', 'Sheryl Gascoigne', 'Bianca Gascoigne']"
5a772d4d55429972597f1466,Tarik Azzougarh conceptualized this album for which only one copy was made in 2015.,['Once Upon a Time in Shaolin'],"['Cilvaringz', 'Once Upon a Time in Shaolin']"
5a90335855429933b8a20492,"What year was the American science-fiction comedy film, starring Tommy Swedlow and directed by Willard Huyck, released?",['1986'],"['Tommy Swerdlow', 'Tommy Swerdlow', 'Howard the Duck (film)']"
5a7c6d215542990527d554a3,"Where is the company that made ""Pinocchio"" based?","['Burbank, California']","['Figaro (Disney)', 'The Walt Disney Company']"
5abea7865542990832d3a066,Esther Brunauer was targeted by the Senator who was from which state?,['Wisconsin'],"['Esther Brunauer', 'Joseph McCarthy']"
5a764cb65542992d0ec06093,The sponsor of the 2007 NRL season is Australia's largest what?,['telecommunications company'],"['2007 NRL season', 'Telstra']"
5ae1831d55429901ffe4aee3,In which year did this English lawyer and judge become a King's Counsel who reaffirmed Solle v Butcher?,['1938'],"['Solle v Butcher', 'Alfred Denning, Baron Denning', 'Alfred Denning, Baron Denning']"
5a7a32815542996c55b2dd39,"The Ozark School District's mascot is named after an often derogatory term for people who dwell in rural, mountainous areas of what country?",['the United States'],"['Ozark School District', 'Ozark School District', 'Hillbilly']"
5abbe1f355429931dba145c4,Nicolas Entel has produced music videos for a Haitian rapper who immigrated to the United States at which age?,['nine'],"['Nicolas Entel', 'Wyclef Jean']"
5a8ac85555429950cd6afb90,What professor of philosophy at Southeastern Louisiana University use Nick Matzke's research during the 2005 Kitzmiller v. Dover Area School District trial?,['Barbara Forrest'],"['Nick Matzke', 'Nick Matzke', 'Barbara Forrest']"
5ae66a595542991bbc9760d3,"Which single by The Doors was a number one hit on the ""Billboards"" Hot 100 chart and was released in the same year as ""The Crystal Ship""?",['Light My Fire'],"['The Crystal Ship', 'Light My Fire']"
5a8bb4fb5542996e8ac889ed,"Of what origin is the singer of the song ""Galang""?",['Sri Lankan Tamil origin'],"['Galang (song)', 'M.I.A. (rapper)']"
5a7f1bd15542993067513632,Are Buster Bloodvessel and Jonathan Davis both frontmen for their respective bands?,['yes'],"['Buster Bloodvessel', 'Jonathan Davis']"
5a724a495542990c210a40be,"In which year was the author of Clara S, musikalische Tragödie born?",['1946'],"['Clara S, musikalische Tragödie', 'Elfriede Jelinek']"
